datetime_local,azimuth_deg,elevation_deg,pitch_deg,roll_deg
2025-08-09 14:26:00-05:00,118.28725154552205,54.97922628489777,-15.780584994390377,31.6773518483293
2025-08-09 14:28:00-05:00,117.95118503315672,54.538359688369354,-15.779207987835177,32.17783993858051
2025-08-09 14:30:00-05:00,117.62407942281982,54.09613404105778,-15.777817388211119,32.678325565610976
2025-08-09 14:32:00-05:00,117.3056381349815,53.65259966910026,-15.776413270765671,33.17880869611536
2025-08-09 14:34:00-05:00,116.99557650539043,53.207804630059506,-15.774995711779482,33.67928929699424
2025-08-09 14:36:00-05:00,116.69362128248815,52.761794831646036,-15.773564788420698,34.179767335374684
2025-08-09 14:38:00-05:00,116.39951014419171,52.314614143540304,-15.772120579282765,34.68024277854465
2025-08-09 14:40:00-05:00,116.1129912307411,51.86630450323208,-15.770663163567885,35.18071559405704
2025-08-09 14:42:00-05:00,115.8338226978338,51.41690601553172,-15.769192621616979,35.681185749665154
2025-08-09 14:44:00-05:00,115.56177228654963,50.966457046631696,-15.767709034773956,36.181653213341384
2025-08-09 14:46:00-05:00,115.29661691102456,50.51499431283589,-15.766212485375343,36.68211795328026
2025-08-09 14:48:00-05:00,115.03814226308214,50.06255296433012,-15.764703056609216,37.182579937918014
2025-08-09 14:50:00-05:00,114.78614243462897,49.60916666410493,-15.763180833056104,37.683039135866174
2025-08-09 14:52:00-05:00,114.54041955418813,49.154867662769945,-15.761645899858811,38.183495516017224
2025-08-09 14:54:00-05:00,114.3007834412856,48.69968686889821,-15.760098343268165,38.68394904747828
2025-08-09 14:56:00-05:00,114.06705127498566,48.243653915618005,-15.758538250496635,39.18439969959073
2025-08-09 14:58:00-05:00,113.83904727731516,47.786797223493366,-15.756965709707941,39.68484744193265
2025-08-09 15:00:00-05:00,113.6166024106451,47.329144059965024,-15.755380809883723,40.18529224433772
2025-08-09 15:02:00-05:00,113.39955408963198,46.870720595407974,-15.75378364135067,40.68573407683034
2025-08-09 15:04:00-05:00,113.18774590424545,46.41155195638378,-15.752174294962408,41.1861729097295
2025-08-09 15:06:00-05:00,112.98102735730868,45.95166227574475,-15.750552862639841,41.6866087135827
2025-08-09 15:08:00-05:00,112.77925361301953,45.49107474015951,-15.748919437218188,42.187041459186396
2025-08-09 15:10:00-05:00,112.58228525699803,45.02981163507592,-15.747274112316163,42.68747111760354
2025-08-09 15:12:00-05:00,112.38998806824316,44.56789438716918,-15.745616982862105,43.187897660099395
2025-08-09 15:14:00-05:00,112.20223279969753,44.10534360475223,-15.743948144276882,43.688321058245
2025-08-09 15:16:00-05:00,112.01889497074944,43.642179115825726,-15.74226769300819,44.18874128385121
2025-08-09 15:18:00-05:00,111.83985466835446,43.178420004234454,-15.740575726388526,44.68915830898816
2025-08-09 15:20:00-05:00,111.66499635748414,42.71408464390994,-15.73887234262725,45.18957210598715
2025-08-09 15:22:00-05:00,111.49420870010522,42.24919073134971,-15.73715764066512,45.68998264745998
2025-08-09 15:24:00-05:00,111.32738438339334,41.78375531632018,-15.735431720714026,46.190389906232944
2025-08-09 15:26:00-05:00,111.16441995402175,41.317794831170225,-15.73369468342983,46.69079385545088
2025-08-09 15:28:00-05:00,111.00521566184739,40.85132511845659,-15.73194663045192,47.19119446851104
2025-08-09 15:30:00-05:00,110.84967530986137,40.38436145725983,-15.730187664257771,47.69159171908212
2025-08-09 15:32:00-05:00,110.69770611099813,39.91691858816798,-15.728417888017725,48.19198558112351
2025-08-09 15:34:00-05:00,110.5492185523633,39.449010736925196,-15.726637406134142,48.69237602881894
2025-08-09 15:36:00-05:00,110.40412626388974,38.980651637061904,-15.72484632341408,49.19276303668064
2025-08-09 15:38:00-05:00,110.26234589470141,38.51185455124206,-15.723044745609492,49.69314657948296
2025-08-09 15:40:00-05:00,110.12379699420705,38.042632291640565,-15.721232779266606,50.193526632281376
2025-08-09 15:42:00-05:00,109.98840189875557,37.57299723930467,-15.719410531724959,50.693903170414394
2025-08-09 15:44:00-05:00,109.8560856232155,37.102961362589376,-15.717578110969503,51.19427616952221
2025-08-09 15:46:00-05:00,109.72677575827817,36.63253623463706,-15.71573562616449,51.69464560548079
2025-08-09 15:48:00-05:00,109.60040237068739,36.161733050146324,-15.71388318683401,52.19501145450534
2025-08-09 15:50:00-05:00,109.47689790958464,35.690562641214925,-15.712020903392242,52.695373693083916
2025-08-09 15:52:00-05:00,109.35619711620802,35.21903549249385,-15.710148887003623,53.19573229799689
2025-08-09 15:54:00-05:00,109.23823693775728,34.74716175561944,-15.7082672495718,53.69608724631733
2025-08-09 15:56:00-05:00,109.12295644490632,34.27495126297858,-15.706376103594376,54.19643851543107
2025-08-09 15:58:00-05:00,109.01029675377936,33.80241354078658,-15.70447556270109,54.69678608296964
2025-08-09 16:00:00-05:00,108.90020094972226,33.32955782166384,-15.702565740825477,55.19712992691343
2025-08-09 16:02:00-05:00,108.79261401603804,32.85639305653446,-15.700646752744355,55.69747002552628
2025-08-09 16:04:00-05:00,108.68748276502419,32.38292792603782,-15.698718713928352,56.197806357373054
2025-08-09 16:06:00-05:00,108.58475577202006,31.909170851420292,-15.696781740401306,56.69813890133903
2025-08-09 16:08:00-05:00,108.48438331310865,31.435130004902902,-15.694835949273191,57.19846763656282
2025-08-09 16:10:00-05:00,108.38631730392746,30.960813319665554,-15.69288145791391,57.69879254253956
2025-08-09 16:12:00-05:00,108.2905112426983,30.486228499311103,-15.690918384492734,58.199113599055266
2025-08-09 16:14:00-05:00,108.19692015491228,30.011383026957162,-15.688946847826342,58.69943078620462
2025-08-09 16:16:00-05:00,108.10550054055591,29.53628417392234,-15.68696696737705,59.1997440843923
2025-08-09 16:18:00-05:00,108.01621032342302,29.060939008044485,-15.684978863103838,59.70005347435167
2025-08-09 16:20:00-05:00,107.92900880336543,28.585354401617487,-15.682982655995598,60.200358937077844
2025-08-09 16:22:00-05:00,107.84385660903689,28.10953703904172,-15.680978467250448,60.70066045393091
2025-08-09 16:24:00-05:00,107.76071565415879,27.633493424101303,-15.678966418805597,61.200958006569685
2025-08-09 16:26:00-05:00,107.67954909488492,27.15722988696325,-15.676946633195994,61.701251576969234
2025-08-09 16:28:00-05:00,107.60032128910757,26.68075259088088,-15.674919233543097,62.20154114742298
2025-08-09 16:30:00-05:00,107.52299775732348,26.204067538626205,-15.672884343408116,62.70182670055964
2025-08-09 16:32:00-05:00,107.44754514590466,25.72718057864425,-15.670842087329826,63.20210821927771
2025-08-09 16:34:00-05:00,107.37393119039768,25.250097410988488,-15.668792589995952,63.70238568684792
2025-08-09 16:36:00-05:00,107.3021246818546,24.772823592990107,-15.666735976778728,64.20265908684625
2025-08-09 16:38:00-05:00,107.23209543382984,24.295364544716378,-15.664672373591092,64.70292840317201
2025-08-09 16:40:00-05:00,107.1638142507453,23.81772555421253,-15.662601906737306,65.20319362006634
2025-08-09 16:42:00-05:00,107.09725289832375,23.339911782536348,-15.660524703450626,65.70345472204482
2025-08-09 16:44:00-05:00,107.03238407377432,22.861928268606164,-15.658440891066803,66.2037116940003
2025-08-09 16:46:00-05:00,106.96918137868022,22.38377993385552,-15.656350597555987,66.70396452113646
2025-08-09 16:48:00-05:00,106.90761929229564,21.905471586716757,-15.654253951381005,67.20421318898504
2025-08-09 16:50:00-05:00,106.84767314608865,21.427007926935886,-15.652151081482954,67.70445768340736
