datetime_local,azimuth_deg,elevation_deg,roll_deg,pitch_deg
2025-08-10 06:00:00-05:00,32.988322583285964,-71.78014277753695,,
2025-08-10 06:10:00-05:00,38.881300561583146,-70.31235750031257,,
2025-08-10 06:20:00-05:00,43.89190767964763,-68.65910477322325,,
2025-08-10 06:30:00-05:00,48.1347721840998,-66.86015511481037,,
2025-08-10 06:40:00-05:00,51.729191431886534,-64.94693242479366,,
2025-08-10 06:50:00-05:00,54.78401818977177,-62.943730915482206,,
2025-08-10 07:00:00-05:00,57.392394442225765,-60.86917526747695,,
2025-08-10 07:10:00-05:00,59.631429315767306,-58.737539943041384,,
2025-08-10 07:20:00-05:00,61.56392094668212,-56.55981555579493,,
2025-08-10 07:30:00-05:00,63.240659474035255,-54.3445268372441,,
2025-08-10 07:40:00-05:00,64.70266635162731,-52.098344659180384,,
2025-08-10 07:50:00-05:00,65.98313543211576,-49.826539286150364,,
2025-08-10 08:00:00-05:00,67.10902762590713,-47.53331537411083,,
2025-08-10 08:10:00-05:00,68.10234593946572,-45.22206026596689,,
2025-08-10 08:20:00-05:00,68.9811413318204,-42.895529067189386,,
2025-08-10 08:30:00-05:00,69.76030162730764,-40.55598360717556,,
2025-08-10 08:40:00-05:00,70.45216947977197,-38.2052976357738,,
2025-08-10 08:50:00-05:00,71.06702711836896,-35.84503715273517,,
2025-08-10 09:00:00-05:00,71.61347774473963,-33.476522295481786,,
2025-08-10 09:10:00-05:00,72.0987467912441,-31.100875447479595,,
2025-08-10 09:20:00-05:00,72.52892090512,-28.71905897175722,,
2025-08-10 09:30:00-05:00,72.90913835462332,-26.331905073976287,,
2025-08-10 09:40:00-05:00,73.24374134431945,-23.940139651912233,,
2025-08-10 09:50:00-05:00,73.53639828533608,-21.544401519821108,,
2025-08-10 10:00:00-05:00,73.79020219735442,-19.145258054835367,,
2025-08-10 10:10:00-05:00,74.00775000204024,-16.743218062558668,,
2025-08-10 10:20:00-05:00,74.19120638008408,-14.338742474608395,,
2025-08-10 10:30:00-05:00,74.34235502883043,-11.932253354207646,,
2025-08-10 10:40:00-05:00,74.46263951030392,-9.524141584280699,,
2025-08-10 10:50:00-05:00,74.55319537296822,-7.114773536817751,,
2025-08-10 11:00:00-05:00,74.61487483015638,-4.704496965971998,,
2025-08-10 11:10:00-05:00,74.64826495143802,-2.293646326286563,,
2025-08-10 11:20:00-05:00,74.65370006089337,0.11745231272234946,89.87820496005334,-15.346266901067857
2025-08-10 11:30:00-05:00,74.63126880405567,2.528476604364343,87.37788084599451,-15.353399560087286
2025-08-10 11:40:00-05:00,74.58081614726675,4.939103376539421,84.87744662437284,-15.360513682939004
2025-08-10 11:50:00-05:00,74.50194038605531,7.349004064684323,82.37690252380844,-15.367591814960388
2025-08-10 12:00:00-05:00,74.393985057601,9.75783999237747,79.87624898349924,-15.374616567357982
2025-08-10 12:10:00-05:00,74.25602546499337,12.165257358831184,77.37548665315043,-15.38157065036188
2025-08-10 12:20:00-05:00,74.08684931751469,14.570881778200928,74.87461639250371,-15.388436906336862
2025-08-10 12:30:00-05:00,73.88493076104962,16.974312193520092,72.37363927034832,-15.395198341980691
2025-08-10 12:40:00-05:00,73.64839679734403,19.375113955485702,69.87255656329127,-15.401838161592336
2025-08-10 12:50:00-05:00,73.37498476494426,21.772810813136175,67.37136975390854,-15.408339798609822
2025-08-10 13:00:00-05:00,73.06198913936818,24.166875502798888,64.87008052855577,-15.414686947410612
2025-08-10 13:10:00-05:00,72.70619539529554,26.556718542063905,62.36869077472616,-15.420863594494117
2025-08-10 13:20:00-05:00,72.30379801154186,28.94167472792048,59.86720257797457,-15.426854049121097
2025-08-10 13:30:00-05:00,71.85029884780751,31.3209866940186,57.36561821840847,-15.432642973347598
2025-08-10 13:40:00-05:00,71.34038101691736,33.693784687724694,54.863940166749174,-15.438215411397513
2025-08-10 13:50:00-05:00,70.76775193559074,36.059061464463866,52.36217107998664,-15.443556818458834
2025-08-10 14:00:00-05:00,70.12494735618385,38.41564083871504,49.86031379651918,-15.44865308801266
2025-08-10 14:10:00-05:00,69.40308572140941,40.762137938798084,47.35837133106832,-15.453490579711447
2025-08-10 14:20:00-05:00,68.59155899502672,43.09690853678784,44.856346868999275,-15.458056144997576
2025-08-10 14:30:00-05:00,67.67764200350659,45.41798388441748,42.35424376033957,-15.462337152479074
